series,season,episode,title,imdb url,user rating,user votes,date,stardate,director,writer,featured characters,main cast,recurring cast,,
DS9,6,21,The Reckoning,http://www.imdb.com/title/tt0708635/,7.2,262,29-Apr-98,Unknown,Jesœs Salvador Trevi–o,Harry M. Werksman,Sisko,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Michael Dorn as Lt. Commander Worf, Terry Farrell as Lt. Commander Dax, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Major Kira",?,,
DS9,6,22,Valiant,http://www.imdb.com/title/tt0708657/,7,298,6-May-98,51825.4,Mike Vejar,Ronald D. Moore,"Jake Sisko, Nog","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Michael Dorn as Lt. Commander Worf, Terry Farrell as Lt. Commander Dax, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Major Kira",?,,
DS9,6,23,Profit and Lace,http://www.imdb.com/title/tt0708582/,6.1,293,13-May-98,Unknown,Alexander Siddig,Ira Steven Behr,Quark,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Michael Dorn as Lt. Commander Worf, Terry Farrell as Lt. Commander Dax, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Major Kira",?,,
DS9,6,24,Time's Orphan,http://www.imdb.com/title/tt0708652/,6.5,272,20-May-98,Unknown,Allan Kroeker,Joe Menosky,O'Brien,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Michael Dorn as Lt. Commander Worf, Terry Farrell as Lt. Commander Dax, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Major Kira",?,,
DS9,6,25,The Sound of Her Voice,http://www.imdb.com/title/tt0708642/,7.3,279,10-Jun-98,51948.3,Winrich Kolbe,Pam Pietroforte,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Michael Dorn as Lt. Commander Worf, Terry Farrell as Lt. Commander Dax, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Major Kira",?,,
DS9,6,26,Tears of the Prophets,http://www.imdb.com/title/tt0708610/,8.1,287,17-Jun-98,Unknown,Allan Kroeker,Ira Steven Behr,"Sisko, Dax, Quark, Bashir","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Michael Dorn as Lt. Commander Worf, Terry Farrell as Lt. Commander Dax, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Major Kira",?,,
DS9,7,1,Image in the Sand,http://www.imdb.com/title/tt0708552/,7.5,288,30-Sep-98,Unknown,Les Landau,Ira Steven Behr,"Sisko, Worf, Kira","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,2,Shadows and Symbols,http://www.imdb.com/title/tt0708600/,7.8,288,7-Oct-98,52152.6,Allan Kroeker,Ira Steven Behr,"Sisko, Ezri Dax, Worf, Kira","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,3,Afterimage,http://www.imdb.com/title/tt0708498/,7.2,262,14-Oct-98,Unknown,Les Landau,Rene Echevarria,Ezri Dax,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,4,Take Me Out to the Holosuite,http://www.imdb.com/title/tt0708609/,7.6,323,21-Oct-98,Unknown,Chip Chalmers,Ronald D. Moore,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,5,Chrysalis,http://www.imdb.com/title/tt0708518/,7.3,283,28-Oct-98,Unknown,Jonathan West,Rene Echevarria,Bashir,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,6,"Treachery, Faith, and the Great River",http://www.imdb.com/title/tt0708654/,8,268,4-Nov-98,Unknown,Steve Posey,Philip Kim,"Odo, O'Brien","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,7,Once More Unto the Breach,http://www.imdb.com/title/tt0708571/,7.5,274,11-Nov-98,Unknown,Allan Kroeker,Ronald D. Moore,Worf,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,8,The Siege of AR-558,http://www.imdb.com/title/tt0708640/,8.4,358,18-Nov-98,Unknown,Winrich Kolbe,Ira Steven Behr,"Sisko, Ezri Dax, Quark, Bashir, Nog","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,9,Covenant,http://www.imdb.com/title/tt0708520/,6.8,254,25-Nov-98,Unknown,John Kretchmer,Rene Echevarria,"Kira, Dukat","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,10,It's Only a Paper Moon,http://www.imdb.com/title/tt0708562/,7.7,297,30-Dec-98,52235.7,Anson Williams,David Mack,Nog,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,11,Prodigal Daughter,http://www.imdb.com/title/tt0708581/,6.5,251,6-Jan-99,Unknown,Victor Lobl,David Weddle,Ezri Dax,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,12,The Emperor's New Cloak,http://www.imdb.com/title/tt0708623/,6.6,255,3-Feb-99,Unknown,LeVar Burton,Ira Steven Behr,Quark,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,13,Field of Fire,http://www.imdb.com/title/tt0708542/,6.8,258,10-Feb-99,Unknown,Tony Dow,Robert Hewitt Wolfe,Ezri Dax,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,14,Chimera,http://www.imdb.com/title/tt0708517/,7.1,245,17-Feb-99,Unknown,Steve Posey,Rene Echevarria,Odo,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,15,"Badda-Bing, Badda-Bang",http://www.imdb.com/title/tt0708502/,7.6,309,24-Feb-99,Unknown,Mike Vejar,Ira Steven Behr,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,16,Inter Arma Enim Silent Leges,http://www.imdb.com/title/tt0708560/,8.1,297,3-Mar-99,Unknown,David Livingston,Ronald D. Moore,Bashir,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,17,Penumbra,http://www.imdb.com/title/tt0708579/,7.6,241,7-Apr-99,52576.2,Steve Posey,Rene Echevarria,"Sisko, Ezri Dax, Worf","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,18,'Til Death Do Us Part,http://www.imdb.com/title/tt0708492/,7.6,237,14-Apr-99,Unknown,Winrich Kolbe,Bradley Thompson,"Sisko, Ezri Dax, Worf, Dukat, Winn","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,19,Strange Bedfellows,http://www.imdb.com/title/tt0708607/,7.8,248,21-Apr-99,Unknown,Ren_ Auberjonois,Ronald D. Moore,"Dax, Worf, Dukat, Winn","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,20,The Changing Face of Evil,http://www.imdb.com/title/tt0708617/,8.4,264,28-Apr-99,Unknown,Mike Vejar,Ira Steven Behr,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,21,When It Rains...,http://www.imdb.com/title/tt0708663/,8,250,5-May-99,Unknown,Michael Dorn,Rene Echevarria,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,22,Tacking Into the Wind,http://www.imdb.com/title/tt0708608/,8.4,268,12-May-99,Unknown,Mike Vejar,Ronald D. Moore,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,23,Extreme Measures,http://www.imdb.com/title/tt0708535/,7.3,260,19-May-99,52645.7,Steve Posey,David Weddle,"Bashir, O'Brien","Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,24,The Dogs of War,http://www.imdb.com/title/tt0708622/,8.2,274,26-May-99,52861.3,Avery Brooks,Peter Allan Fields,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
DS9,7,25,What You Leave Behind,http://www.imdb.com/title/tt0394907/,8.4,462,2-Jun-99,Unknown,Allan Kroeker,Ira Steven Behr,Various,"Avery Brooks as Captain Sisko, Rene Auberjonois as Odo, Nicole de Boer as Ensign and Lieutenant Ezri Dax, Michael Dorn as Lt. Commander Worf, Cirroc Lofton as Jake Sisko, Colm Meaney as Chief O'Brien, Armin Shimerman as Quark, Alexander Siddig as Doctor Bashir, Nana Visitor as Colonel Kira",?,,
VOY,1,1,Caretaker,http://www.imdb.com/title/tt0114530/,7.1,"1,769",16-Jan-95,48315.6,Winrich Kolbe,Rick Berman,Various,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,2,Parallax,http://www.imdb.com/title/tt0708943/,7,385,23-Jan-95,48439.7,Kim Friedman,Jim Trombetta,"Janeway, Torres","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,3,Time and Again,http://www.imdb.com/title/tt0708996/,7.1,372,30-Jan-95,Unknown,Les Landau,David Kemper,"Janeway, Paris","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,4,Phage,http://www.imdb.com/title/tt0708946/,7.1,343,6-Feb-95,48532.4,Winrich Kolbe,Timothy DeHaas,Neelix,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,5,The Cloud,http://www.imdb.com/title/tt0708978/,6.6,329,13-Feb-95,48546.2,David Livingston,Brannon Braga,Various,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,6,Eye of the Needle,http://www.imdb.com/title/tt0708891/,8.1,372,20-Feb-95,48579.4,Winrich Kolbe,Hilary J. Bader,Various,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,7,Ex Post Facto,http://www.imdb.com/title/tt0708889/,6.7,329,27-Feb-95,Unknown,LeVar Burton,Evan Carlos Somers,"Paris, Tuvok","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,8,Emanations,http://www.imdb.com/title/tt0708884/,6.8,314,13-Mar-95,48623.5,David Livingston,Brannon Braga,Kim,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,9,Prime Factors,http://www.imdb.com/title/tt0708948/,7.4,320,20-Mar-95,48642.5,Les Landau,David R. George III,"Janeway, Torres, Kim, Seska","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,10,State of Flux,http://www.imdb.com/title/tt0708973/,7.6,303,10-Apr-95,48658.2,Robert Scheerer,Paul Robert Coyle,"Janeway, Chakotay, Seska","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,11,Heroes and Demons,http://www.imdb.com/title/tt0708906/,6.8,327,24-Apr-95,48693.2,Les Landau,Naren Shankar,The Doctor,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,12,Cathexis,http://www.imdb.com/title/tt0708863/,6.8,296,1-May-95,48734.2,Kim Friedman,Brannon Braga,Various,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,13,Faces,http://www.imdb.com/title/tt0708892/,7.3,313,8-May-95,48784.2,Winrich Kolbe,Jonathan Glassner,"Torres, Paris","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,14,Jetrel,http://www.imdb.com/title/tt0708918/,7.2,301,15-May-95,"48832.1, 48840.5",Kim Friedman,James Thornton,"Neelix, Guest","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,1,15,Learning Curve,http://www.imdb.com/title/tt0708921/,7.1,301,22-May-95,48846.5,David Livingston,Ronald Wilkerson,"Tuvok, Guests","Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
VOY,2,1,The 37's,http://www.imdb.com/title/tt0708976/,7.4,359,28-Aug-95,48975.1,James L. Conway,Jeri Taylor,Various,"Kate Mulgrew as Captain Kathryn Janeway, Robert Beltran as Commander Chakotay, Roxann Biggs-Dawson as Lieutenant B'Elanna Torres, Jennifer Lien as Kes, Robert Duncan McNeill as Lieutenant Tom Paris, Ethan Phillips as Neelix, Robert Picardo as The Doctor, Tim Russ as Lieutenant Tuvok, Garrett Wang as Ensign Harry Kim",?,,
